partition_id,policy,identity,K,workload_cv,relay_sorties_executed,total_energy_kwh,partition,total_U_A,total_U_B,total_U_C,total_B_A,total_B_B,total_B_C,total_R,total_RE,gap_U_A,gap_U_B,gap_U_C,gap_B_A,gap_B_B,gap_B_C,gap_R,gap_RE
clone-3-0646-minimum,clone,minimum,3,0.7841721133361513,5,68.36776585048835,"S001,S008,S010,S014 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004",4,4,5,6,4,6,4,5,0,2,3,0,0,2,2,0
clone-3-0647-minimum,clone,minimum,3,0.863518171368224,6,68.79457748474233,"S001,S008,S010 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0648-minimum,clone,minimum,3,0.7560992187771571,6,68.79457748474233,"S001,S008,S010 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S014",4,5,5,6,5,6,5,6,0,3,3,0,1,2,3,0
clone-3-0649-minimum,clone,minimum,3,0.6705011941766231,5,68.36776585048835,"S001,S008,S010,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S012",4,4,5,6,4,6,4,5,0,2,3,0,0,2,2,0
clone-3-0650-minimum,clone,minimum,3,0.7530746891147239,6,68.79457748474233,"S001,S008,S010 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S012",4,5,5,6,5,6,4,6,0,3,3,0,1,2,2,0
clone-3-0651-minimum,clone,minimum,3,0.6477036896989968,6,68.79457748474233,"S001,S008,S010 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S012,S014",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0652-minimum,clone,minimum,3,0.7695777952071574,7,69.50992920325531,"S001,S008,S012,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004",4,3,5,6,5,6,5,7,0,1,3,0,1,2,3,1
clone-3-0653-minimum,clone,minimum,3,0.8473179016230927,6,69.08311756900133,"S001,S008,S012 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004",4,4,5,6,6,6,5,6,0,2,3,0,2,2,3,0
clone-3-0654-minimum,clone,minimum,3,0.739249663828303,7,69.50992920325533,"S001,S008,S012 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S014",4,4,5,6,6,6,6,7,0,2,3,0,2,2,4,1
clone-3-0655-minimum,clone,minimum,3,0.8496413106103822,6,68.79457748474233,"S001,S008,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0656-minimum,clone,minimum,3,0.9348605169451375,5,68.36776585048835,"S001,S008 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S014,S015 / S004",4,4,5,6,6,6,4,5,0,2,3,0,2,2,2,0
clone-3-0657-minimum,clone,minimum,3,0.8302520895765049,6,68.79457748474233,"S001,S008 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004,S014",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0658-minimum,clone,minimum,3,0.738623995459452,6,68.79457748474233,"S001,S008,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S012",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0659-minimum,clone,minimum,3,0.827315624873368,5,68.36776585048835,"S001,S008 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004,S012",4,5,5,6,6,6,4,5,0,3,3,0,2,2,2,0
clone-3-0660-minimum,clone,minimum,3,0.725383812319371,6,68.79457748474233,"S001,S008 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S012,S014",4,4,5,6,6,6,5,6,0,2,3,0,2,2,3,0
clone-3-0661-minimum,clone,minimum,3,0.677120786382698,7,69.50992920325531,"S001,S008,S012,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010",4,4,5,6,5,6,6,7,0,2,3,0,1,2,4,1
clone-3-0662-minimum,clone,minimum,3,0.7573124537715538,7,69.50992920325533,"S001,S008,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S010",4,5,5,6,6,6,6,7,0,3,3,0,2,2,4,1
clone-3-0663-minimum,clone,minimum,3,0.6506924712911285,6,69.08311756900133,"S001,S008,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S014",4,5,5,6,6,6,6,6,0,3,3,0,2,2,4,0
clone-3-0664-minimum,clone,minimum,3,0.7597118105478594,6,68.79457748474233,"S001,S008,S014 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S010",4,5,5,6,5,6,5,6,0,3,3,0,1,2,3,0
clone-3-0665-minimum,clone,minimum,3,0.847683793807588,6,68.79457748474233,"S001,S008 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004,S010",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0666-minimum,clone,minimum,3,0.7451565344848119,5,68.36776585048835,"S001,S008 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S010,S014",4,6,5,6,6,6,5,5,0,4,3,0,2,2,3,0
clone-3-0667-minimum,clone,minimum,3,0.6502144886339688,6,68.79457748474233,"S001,S008,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S012",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0668-minimum,clone,minimum,3,0.7422914302829968,6,68.79457748474233,"S001,S008 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S010,S012",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0669-minimum,clone,minimum,3,0.6434774277199757,5,68.36776585048835,"S001,S008 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S012,S014",4,5,5,6,6,6,5,5,0,3,3,0,2,2,3,0
clone-3-0670-minimum,clone,minimum,3,0.8666845000206226,5,67.87597671959443,"S001,S010,S012,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004",4,4,5,6,6,6,5,5,0,2,3,0,2,2,3,0
clone-3-0671-minimum,clone,minimum,3,0.9531543747051232,6,68.30278835384843,"S001,S010,S012 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004",4,3,5,6,5,6,5,6,0,1,3,0,1,2,3,0
clone-3-0672-minimum,clone,minimum,3,0.8492431354592036,6,68.30278835384841,"S001,S010,S012 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S014",4,4,5,6,6,6,6,6,0,2,3,0,2,2,4,0
clone-3-0673-minimum,clone,minimum,3,0.9556907805559255,4,67.16062500108146,"S001,S010,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004",4,4,5,6,6,6,4,4,0,2,3,0,2,2,2,0
clone-3-0674-minimum,clone,minimum,3,1.0474169625298524,5,67.58743663533544,"S001,S010 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S014,S015 / S004",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0675-minimum,clone,minimum,3,0.9468922016492964,5,67.58743663533544,"S001,S010 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004,S014",4,4,5,6,6,6,5,5,0,2,3,0,2,2,3,0
clone-3-0676-minimum,clone,minimum,3,0.848963298494382,4,67.16062500108146,"S001,S010,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S012",4,5,5,6,6,6,4,4,0,3,3,0,2,2,2,0
clone-3-0677-minimum,clone,minimum,3,0.9440805127689345,5,67.58743663533545,"S001,S010 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004,S012",4,4,5,6,5,6,4,5,0,2,3,0,1,2,2,0
clone-3-0678-minimum,clone,minimum,3,0.8468687906938088,5,67.58743663533544,"S001,S010 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S012,S014",4,4,5,6,6,6,5,5,0,2,3,0,2,2,3,0
clone-3-0679-minimum,clone,minimum,3,0.9382185333088497,6,68.30278835384843,"S001,S012,S014 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004",4,3,5,6,5,6,5,6,0,1,3,0,1,2,3,0
clone-3-0680-minimum,clone,minimum,3,1.0290536216280926,5,67.87597671959443,"S001,S012 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S014,S015 / S004",4,3,5,6,4,6,4,5,0,1,3,0,0,2,2,0
clone-3-0681-minimum,clone,minimum,3,0.9278975951266795,6,68.30278835384843,"S001,S012 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004,S014",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0682-minimum,clone,minimum,3,1.0316969796789546,5,67.58743663533545,"S001,S014 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S012,S013,S015 / S004",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0683-minimum,clone,minimum,3,1.12670856202148,4,67.16062500108146,"S001 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015 / S004",4,2,5,6,4,6,3,4,0,0,3,0,0,2,1,0
clone-3-0684-minimum,clone,minimum,3,1.028750057901538,5,67.58743663533544,"S001 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S012,S013,S015 / S004,S014",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0685-minimum,clone,minimum,3,0.9278047067913101,5,67.58743663533545,"S001,S014 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004,S012",4,4,5,6,5,6,4,5,0,2,3,0,1,2,2,0
clone-3-0686-minimum,clone,minimum,3,1.0260151104354498,4,67.16062500108146,"S001 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S014,S015 / S004,S012",4,3,5,6,4,6,3,4,0,1,3,0,0,2,1,0
clone-3-0687-minimum,clone,minimum,3,0.93163173553391,5,67.58743663533544,"S001 / S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004,S012,S014",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0688-minimum,clone,minimum,3,0.8511474164215637,6,68.30278835384841,"S001,S012,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010",4,4,5,6,6,6,6,6,0,2,3,0,2,2,4,0
clone-3-0689-minimum,clone,minimum,3,0.9447122388186276,6,68.30278835384843,"S001,S012 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004,S010",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0690-minimum,clone,minimum,3,0.8460850462736307,5,67.87597671959443,"S001,S012 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010,S014",4,5,5,6,6,6,5,5,0,3,3,0,2,2,3,0
clone-3-0691-minimum,clone,minimum,3,0.9474310888028402,5,67.58743663533544,"S001,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004,S010",4,4,5,6,6,6,5,5,0,2,3,0,2,2,3,0
clone-3-0692-minimum,clone,minimum,3,1.045002939534089,5,67.58743663533544,"S001 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S014,S015 / S004,S010",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0693-minimum,clone,minimum,3,0.9498535371482068,4,67.16062500108146,"S001 / S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004,S010,S014",4,4,5,6,6,6,4,4,0,2,3,0,2,2,2,0
clone-3-0694-minimum,clone,minimum,3,0.8461621477390947,5,67.58743663533544,"S001,S014 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010,S012",4,4,5,6,6,6,5,5,0,2,3,0,2,2,3,0
clone-3-0695-minimum,clone,minimum,3,0.9472105166831256,5,67.58743663533544,"S001 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004,S010,S012",4,3,5,6,5,6,4,5,0,1,3,0,1,2,2,0
clone-3-0696-minimum,clone,minimum,3,0.8566064132525141,4,67.16062500108146,"S001 / S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010,S012,S014",4,4,5,6,6,6,4,4,0,2,3,0,2,2,2,0
clone-3-0697-minimum,clone,minimum,3,0.6472120398656319,6,69.08311756900133,"S001,S010,S012,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008",4,5,5,6,6,6,6,6,0,3,3,0,2,2,4,0
clone-3-0698-minimum,clone,minimum,3,0.7414477835877815,7,69.50992920325533,"S001,S010,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008",4,5,5,6,6,6,6,7,0,3,3,0,2,2,4,1
clone-3-0699-minimum,clone,minimum,3,0.6445581069996182,7,69.50992920325531,"S001,S010,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S014",4,4,5,6,5,6,6,7,0,2,3,0,1,2,4,1
clone-3-0700-minimum,clone,minimum,3,0.7442003333130839,5,68.36776585048835,"S001,S010,S014 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008",4,6,5,6,6,6,5,5,0,4,3,0,2,2,3,0
clone-3-0701-minimum,clone,minimum,3,0.843250682333348,6,68.79457748474233,"S001,S010 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004,S008",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0702-minimum,clone,minimum,3,0.7507289509611837,6,68.79457748474233,"S001,S010 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008,S014",4,5,5,6,5,6,5,6,0,3,3,0,1,2,3,0
clone-3-0703-minimum,clone,minimum,3,0.6447729973167468,5,68.36776585048835,"S001,S010,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S012",4,5,5,6,6,6,5,5,0,3,3,0,2,2,3,0
clone-3-0704-minimum,clone,minimum,3,0.7481856068283446,6,68.79457748474233,"S001,S010 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008,S012",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0705-minimum,clone,minimum,3,0.6623293234735051,6,68.79457748474233,"S001,S010 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S012,S014",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0706-minimum,clone,minimum,3,0.7252246203601506,7,69.50992920325533,"S001,S012,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008",4,4,5,6,6,6,6,7,0,2,3,0,2,2,4,1
clone-3-0707-minimum,clone,minimum,3,0.8234975663078139,6,69.08311756900133,"S001,S012 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004,S008",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0708-minimum,clone,minimum,3,0.7301989653358232,7,69.50992920325533,"S001,S012 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008,S014",4,4,5,6,5,6,5,7,0,2,3,0,1,2,3,1
clone-3-0709-minimum,clone,minimum,3,0.8263433049911324,6,68.79457748474235,"S001,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004,S008",4,5,5,6,6,6,5,6,0,3,3,0,2,2,3,0
clone-3-0710-minimum,clone,minimum,3,0.9281254954768702,5,68.36776585048835,"S001 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S014,S015 / S004,S008",4,4,5,6,6,6,4,5,0,2,3,0,2,2,2,0
clone-3-0711-minimum,clone,minimum,3,0.838612621930248,6,68.79457748474233,"S001 / S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004,S008,S014",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0712-minimum,clone,minimum,3,0.7305959496080915,6,68.79457748474233,"S001,S014 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008,S012",4,4,5,6,6,6,5,6,0,2,3,0,2,2,3,0
clone-3-0713-minimum,clone,minimum,3,0.8361555036464163,5,68.36776585048835,"S001 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004,S008,S012",4,4,5,6,6,6,4,5,0,2,3,0,2,2,2,0
clone-3-0714-minimum,clone,minimum,3,0.7532505602366861,6,68.79457748474233,"S001 / S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008,S012,S014",4,3,5,6,5,6,4,6,0,1,3,0,1,2,2,0
clone-3-0715-minimum,clone,minimum,3,0.6436132337754242,7,69.50992920325531,"S001,S012,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010",4,4,5,6,5,6,6,7,0,2,3,0,1,2,4,1
clone-3-0716-minimum,clone,minimum,3,0.7454981127944883,7,69.50992920325533,"S001,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008,S010",4,5,5,6,5,6,5,7,0,3,3,0,1,2,3,1
clone-3-0717-minimum,clone,minimum,3,0.657377991676725,6,69.08311756900133,"S001,S012 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010,S014",4,4,5,6,4,6,5,6,0,2,3,0,0,2,3,0
clone-3-0718-minimum,clone,minimum,3,0.7484381098878964,6,68.79457748474233,"S001,S014 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008,S010",4,5,5,6,5,6,5,6,0,3,3,0,1,2,3,0
clone-3-0719-minimum,clone,minimum,3,0.8532673858375239,6,68.79457748474233,"S001 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004,S008,S010",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0720-minimum,clone,minimum,3,0.7689314186185316,5,68.36776585048835,"S001 / S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008,S010,S014",4,4,5,6,4,6,4,5,0,2,3,0,0,2,2,0
clone-3-0721-minimum,clone,minimum,3,0.6580490744492529,6,68.79457748474233,"S001,S014 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010,S012",4,4,5,6,5,6,5,6,0,2,3,0,1,2,3,0
clone-3-0722-minimum,clone,minimum,3,0.766646019248048,6,68.79457748474233,"S001 / S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008,S010,S012",4,4,5,6,5,6,4,6,0,2,3,0,1,2,2,0
clone-3-0723-minimum,clone,minimum,3,0.6908781365376488,5,68.36776585048835,"S001 / S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010,S012,S014",4,3,5,6,4,6,4,5,0,1,3,0,0,2,2,0
clone-3-0724-minimum,clone,minimum,3,0.29303424039689385,6,69.57490669989525,"S001,S004,S008,S010,S012,S014 / S002,S009,S013 / S003,S005,S006,S007,S011,S015",5,3,5,6,4,6,5,6,1,1,3,0,0,2,3,0
clone-3-0725-minimum,clone,minimum,3,0.2318976951117482,7,70.00171833414923,"S001,S004,S008,S010,S012 / S002,S009,S013,S014 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0726-minimum,clone,minimum,3,0.34430863313287374,7,70.00171833414923,"S001,S004,S008,S010,S012 / S002,S009,S013 / S003,S005,S006,S007,S011,S014,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0727-minimum,clone,minimum,3,0.23073767846516094,6,69.57490669989525,"S001,S004,S008,S010,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S011,S015",5,4,5,6,4,6,5,6,1,2,3,0,0,2,3,0
clone-3-0728-minimum,clone,minimum,3,0.2179989383662204,7,70.00171833414923,"S001,S004,S008,S010 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0729-minimum,clone,minimum,3,0.314813179559577,7,70.00171833414923,"S001,S004,S008,S010 / S002,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015",5,5,5,6,5,6,5,7,1,3,3,0,1,2,3,1
clone-3-0730-minimum,clone,minimum,3,0.3461943590297596,7,70.29025841840823,"S001,S004,S008,S010,S014 / S002,S009,S013 / S003,S005,S006,S007,S011,S012,S015",5,4,5,6,4,6,6,7,1,2,3,0,0,2,4,1
clone-3-0731-minimum,clone,minimum,3,0.31772016324630403,8,70.71707005266221,"S001,S004,S008,S010 / S002,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015",5,5,5,6,5,6,6,8,1,3,3,0,1,2,4,2
clone-3-0732-minimum,clone,minimum,3,0.42297291750302385,8,70.71707005266221,"S001,S004,S008,S010 / S002,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015",5,4,5,6,5,6,6,8,1,2,3,0,1,2,4,2
clone-3-0733-minimum,clone,minimum,3,0.23953798092339415,7,70.00171833414923,"S001,S004,S008,S012,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0734-minimum,clone,minimum,3,0.21592132770103908,6,69.57490669989525,"S001,S004,S008,S012 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015",5,5,5,6,6,6,5,6,1,3,3,0,2,2,3,0
clone-3-0735-minimum,clone,minimum,3,0.31737338161664225,7,70.00171833414923,"S001,S004,S008,S012 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015",5,5,5,6,6,6,5,7,1,3,3,0,2,2,3,1
clone-3-0736-minimum,clone,minimum,3,0.21608112063351095,7,70.00171833414923,"S001,S004,S008,S014 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0737-minimum,clone,minimum,3,0.2496213373446018,6,69.57490669989525,"S001,S004,S008 / S002,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S011,S015",5,5,5,6,6,6,5,6,1,3,3,0,2,2,3,0
clone-3-0738-minimum,clone,minimum,3,0.3212889084674969,7,70.00171833414923,"S001,S004,S008 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S014,S015",5,5,5,6,6,6,5,7,1,3,3,0,2,2,3,1
clone-3-0739-minimum,clone,minimum,3,0.3198918732467784,8,70.71707005266221,"S001,S004,S008,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015",5,5,5,6,5,6,6,8,1,3,3,0,1,2,4,2
clone-3-0740-minimum,clone,minimum,3,0.32367032452285666,7,70.29025841840823,"S001,S004,S008 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S012,S015",5,6,5,6,6,6,6,7,1,4,3,0,2,2,4,1
clone-3-0741-minimum,clone,minimum,3,0.41479442563203506,8,70.71707005266221,"S001,S004,S008 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S014,S015",5,5,5,6,6,6,6,8,1,3,3,0,2,2,4,2
clone-3-0742-minimum,clone,minimum,3,0.33355782867694345,7,70.00171833414923,"S001,S004,S008,S012,S014 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S015",5,3,5,6,5,6,5,7,1,1,3,0,1,2,3,1
clone-3-0743-minimum,clone,minimum,3,0.29972712635648635,7,70.00171833414923,"S001,S004,S008,S012 / S002,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S015",5,4,5,6,6,6,5,7,1,2,3,0,2,2,3,1
clone-3-0744-minimum,clone,minimum,3,0.40654187284299126,6,69.57490669989525,"S001,S004,S008,S012 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S014,S015",5,4,5,6,6,6,5,6,1,2,3,0,2,2,3,0
clone-3-0745-minimum,clone,minimum,3,0.29933682261896827,7,70.00171833414923,"S001,S004,S008,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015",5,4,5,6,5,6,5,7,1,2,3,0,1,2,3,1
clone-3-0746-minimum,clone,minimum,3,0.30749673899085506,7,70.00171833414923,"S001,S004,S008 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S010,S011,S015",5,4,5,6,6,6,5,7,1,2,3,0,2,2,3,1
clone-3-0747-minimum,clone,minimum,3,0.3959874942907977,6,69.57490669989525,"S001,S004,S008 / S002,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S014,S015",5,5,5,6,6,6,5,6,1,3,3,0,2,2,3,0
clone-3-0748-minimum,clone,minimum,3,0.4088815102466592,8,70.71707005266221,"S001,S004,S008,S014 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S015",5,4,5,6,5,6,6,8,1,2,3,0,1,2,4,2
clone-3-0749-minimum,clone,minimum,3,0.39868246460046874,8,70.71707005266221,"S001,S004,S008 / S002,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S012,S015",5,5,5,6,6,6,6,8,1,3,3,0,2,2,4,2
clone-3-0750-minimum,clone,minimum,3,0.49756983895403967,7,70.29025841840823,"S001,S004,S008 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S014,S015",5,4,5,6,6,6,6,7,1,2,3,0,2,2,4,1
clone-3-0751-minimum,clone,minimum,3,0.21866046907923375,5,68.36776585048835,"S001,S004,S010,S012,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S015",5,5,5,6,6,6,5,5,1,3,3,0,2,2,3,0
clone-3-0752-minimum,clone,minimum,3,0.26214418188802135,6,68.79457748474233,"S001,S004,S010,S012 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,6,1,2,3,0,1,2,3,0
clone-3-0753-minimum,clone,minimum,3,0.32709573177605084,6,68.79457748474233,"S001,S004,S010,S012 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S014,S015",5,5,5,6,6,6,5,6,1,3,3,0,2,2,3,0
clone-3-0754-minimum,clone,minimum,3,0.2639838608155948,5,68.36776585048835,"S001,S004,S010,S014 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S015",5,5,5,6,6,6,5,5,1,3,3,0,2,2,3,0
clone-3-0755-minimum,clone,minimum,3,0.3420099940689558,6,68.79457748474233,"S001,S004,S010 / S002,S008,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,6,1,2,3,0,1,2,3,0
clone-3-0756-minimum,clone,minimum,3,0.3769015637210094,6,68.79457748474233,"S001,S004,S010 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015",5,5,5,6,6,6,5,6,1,3,3,0,2,2,3,0
clone-3-0757-minimum,clone,minimum,3,0.33022114230363375,6,69.08311756900133,"S001,S004,S010,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S015",5,6,5,6,6,6,6,6,1,4,3,0,2,2,4,0
clone-3-0758-minimum,clone,minimum,3,0.3783401474073052,7,69.50992920325531,"S001,S004,S010 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015",5,5,5,6,5,6,6,7,1,3,3,0,1,2,4,1
clone-3-0759-minimum,clone,minimum,3,0.44113649332675575,7,69.50992920325531,"S001,S004,S010 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015",5,5,5,6,6,6,6,7,1,3,3,0,2,2,4,1
clone-3-0760-minimum,clone,minimum,3,0.2518156378687852,6,68.79457748474233,"S001,S004,S012,S014 / S002,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S015",5,4,5,6,5,6,5,6,1,2,3,0,1,2,3,0
