start,end,drone_type,climb_speed_m_s,cruise_speed_m_s,descent_speed_m_s,climb_time_s,horizontal_time_s,descent_time_s,flight_time_s
S012,S015,B,3,15,2.5,101.64873860677083,621.3725145669879,44.098486328125,767.1197395018837
S012,S015,C,2.5,15,2,121.978486328125,621.3725145669879,55.12310791015625,798.4741088052691
S013,O01,A,3,12,2.5,15.827274576822921,404.1280712123984,108.5927294921875,528.5480752814088
S013,O01,B,3,15,2.5,15.827274576822921,323.30245696991875,108.5927294921875,447.72246103892917
S013,O01,C,2.5,15,2,18.992729492187504,323.30245696991875,135.74091186523438,478.0360983273406
S013,S001,A,3,12,2.5,8.886936442057296,241.6108708070351,77.74432373046875,328.2421309795611
S013,S001,B,3,15,2.5,8.886936442057296,193.28869664562808,77.74432373046875,279.9199568181541
S013,S001,C,2.5,15,2,10.664323730468755,193.28869664562808,97.18040466308594,301.1334250391828
S013,S002,A,3,12,2.5,8.503442382812503,378.352443125427,63.084130859375,449.94001636761453
S013,S002,B,3,15,2.5,8.503442382812503,302.6819545003416,63.084130859375,374.26952774252914
S013,S002,C,2.5,15,2,10.204130859375004,302.6819545003416,78.85516357421875,391.74124893393537
S013,S003,A,3,12,2.5,68.08146565755209,879.9719185885164,86.9777587890625,1035.031143035131
S013,S003,B,3,15,2.5,68.08146565755209,703.9775348708131,86.9777587890625,859.0367593174277
S013,S003,C,2.5,15,2,81.6977587890625,703.9775348708131,108.72219848632812,894.3974921462037
S013,S004,A,3,12,2.5,6.866326904296879,516.4028499789455,57.59959228515625,580.8687691683987
S013,S004,B,3,15,2.5,6.866326904296879,413.12227998315643,57.59959228515625,477.58819917260956
S013,S004,C,2.5,15,2,8.239592285156254,413.12227998315643,71.9994903564453,493.36136262475804
S013,S005,A,3,12,2.5,7.58148600260417,434.6210599133538,71.777783203125,513.980329119083
S013,S005,B,3,15,2.5,7.58148600260417,347.6968479306831,71.777783203125,427.05611713641224
S013,S005,C,2.5,15,2,9.097783203125005,347.6968479306831,89.72222900390625,446.51686013771433
S013,S006,A,3,12,2.5,14.156976318359378,648.6038511320786,31.748371582031247,694.5091990324693
S013,S006,B,3,15,2.5,14.156976318359378,518.8830809056628,31.748371582031247,564.7884288060535
S013,S006,C,2.5,15,2,16.988371582031256,518.8830809056628,39.68546447753906,575.5569169652332
S013,S007,A,3,12,2.5,26.94603881835938,671.356633214911,33.61524658203125,731.9179186153016
S013,S007,B,3,15,2.5,26.94603881835938,537.0853065719288,33.61524658203125,597.6465919723194
S013,S007,C,2.5,15,2,32.33524658203125,537.0853065719288,42.01905822753906,611.439611381499
S013,S008,A,3,12,2.5,11.557702636718753,671.2953929047177,46.18924316406251,729.042338705499
S013,S008,B,3,15,2.5,11.557702636718753,537.0363143237741,46.18924316406251,594.7832601245555
S013,S008,C,2.5,15,2,13.869243164062505,537.0363143237741,57.736553955078136,608.6421114429147
S013,S009,A,3,12,2.5,6.866326904296879,267.6150152301511,56.91959228515625,331.4009344196042
S013,S009,B,3,15,2.5,6.866326904296879,214.09201218412088,56.91959228515625,277.877931373574
S013,S009,C,2.5,15,2,8.239592285156254,214.09201218412088,71.14949035644531,293.48109482572244
S013,S010,A,3,12,2.5,50.79012451171875,114.89084888557363,60.98814941406249,226.66912281135487
S013,S010,B,3,15,2.5,50.79012451171875,91.9126791084589,60.98814941406249,203.69095303424015
S013,S010,C,2.5,15,2,60.948149414062506,91.9126791084589,76.23518676757811,229.09601529009953
S013,S011,A,3,12,2.5,8.886936442057296,436.17414687781917,66.50432373046876,511.5654070503452
S013,S011,B,3,15,2.5,8.886936442057296,348.93931750225534,66.50432373046876,424.33057767478135
S013,S011,C,2.5,15,2,10.664323730468755,348.93931750225534,83.13040466308594,442.73404589581
S013,S012,A,3,12,2.5,28.27545572916667,237.9448476965309,62.690546874999995,328.9108503006976
S013,S012,B,3,15,2.5,28.27545572916667,190.3558781572247,62.690546874999995,281.3218807613914
S013,S012,C,2.5,15,2,33.930546875000005,190.3558781572247,78.36318359375,302.6496086259747
S013,S014,A,3,12,2.5,60.52010498046875,260.61940981298665,72.9041259765625,394.04364077001793
S013,S014,B,3,15,2.5,60.52010498046875,208.49552785038932,72.9041259765625,341.9197588074206
S013,S014,C,2.5,15,2,72.62412597656251,208.49552785038932,91.13015747070312,372.24981129765496
S013,S015,A,3,12,2.5,76.02354329427084,695.9009229908328,42.108251953125,814.0327182382285
S013,S015,B,3,15,2.5,76.02354329427084,556.7207383926662,42.108251953125,674.852533640062
S013,S015,C,2.5,15,2,91.22825195312501,556.7207383926662,52.63531494140625,700.5843052871975
S014,O01,A,3,12,2.5,80.3157958984375,451.6280249951456,185.698955078125,717.642775971708
S014,O01,B,3,15,2.5,80.3157958984375,361.3024199961165,185.698955078125,627.317170972679
S014,O01,C,2.5,15,2,96.378955078125,361.3024199961165,232.12369384765626,689.8050689218977
S014,S001,A,3,12,2.5,83.01680501302083,433.03942483823397,166.420166015625,682.4763958668798
S014,S001,B,3,15,2.5,83.01680501302083,346.4315398705872,166.420166015625,595.868510899233
S014,S001,C,2.5,15,2,99.620166015625,346.4315398705872,208.02520751953125,654.0769134057434
S014,S002,A,3,12,2.5,52.19440714518229,637.8992909977962,115.23328857421875,805.3269867171972
S014,S002,B,3,15,2.5,52.19440714518229,510.319432798237,115.23328857421875,677.747128517638
S014,S002,C,2.5,15,2,62.63328857421875,510.319432798237,144.04161071777344,716.9943320902292
S014,S003,A,3,12,2.5,80.57651774088542,1032.2403925577241,101.6918212890625,1214.5087315876722
S014,S003,B,3,15,2.5,80.57651774088542,825.7923140461793,101.6918212890625,1008.0606530761272
S014,S003,C,2.5,15,2,96.6918212890625,825.7923140461793,127.11477661132812,1049.5989119465698
S014,S004,A,3,12,2.5,68.12870279947917,774.5265894170002,130.834443359375,973.4897355758543
S014,S004,B,3,15,2.5,68.12870279947917,619.6212715336002,130.834443359375,818.5844176924543
S014,S004,C,2.5,15,2,81.754443359375,619.6212715336002,163.54305419921874,864.918769092194
S014,S005,A,3,12,2.5,83.96250406901042,666.3505759038106,163.1550048828125,913.4680848556335
S014,S005,B,3,15,2.5,83.96250406901042,533.0804607230485,163.1550048828125,780.1979696748714
S014,S005,C,2.5,15,2,100.7550048828125,533.0804607230485,203.94375610351562,837.7792217093767
S014,S006,A,3,12,2.5,85.220703125,716.3881090279482,116.74484375,918.3536559029482
S014,S006,B,3,15,2.5,85.220703125,573.1104872223585,116.74484375,775.0760340973585
S014,S006,C,2.5,15,2,102.26484375,573.1104872223585,145.9310546875,821.3063856598585
S014,S007,A,3,12,2.5,76.61859130859375,807.053393283741,92.9423095703125,976.6142941626473
S014,S007,B,3,15,2.5,76.61859130859375,645.6427146269928,92.9423095703125,815.203615505899
S014,S007,C,2.5,15,2,91.9423095703125,645.6427146269928,116.17788696289062,853.7629111601959
S014,S008,A,3,12,2.5,80.49741617838542,914.6257368528214,128.6368994140625,1123.7600524452694
S014,S008,B,3,15,2.5,80.49741617838542,731.7005894822572,128.6368994140625,940.8349050747051
S014,S008,C,2.5,15,2,96.5968994140625,731.7005894822572,160.79612426757814,989.0936131638978
S014,S009,A,3,12,2.5,67.25759887695312,526.3059857145478,129.10911865234374,722.6727032438446
S014,S009,B,3,15,2.5,67.25759887695312,421.0447885716382,129.10911865234374,617.4115061009351
S014,S009,C,2.5,15,2,80.70911865234375,421.0447885716382,161.3863983154297,663.1403055394117
S014,S010,A,3,12,2.5,62.18785603841146,146.10001368179994,74.38542724609374,282.67329696630514
S014,S010,B,3,15,2.5,62.18785603841146,116.88001094543996,74.38542724609374,253.45329422994516
S014,S010,C,2.5,15,2,74.62542724609375,116.88001094543996,92.98178405761718,284.4872222491509
S014,S011,A,3,12,2.5,89.18894449869792,594.0129202508334,162.5867333984375,845.7885981479687
S014,S011,B,3,15,2.5,89.18894449869792,475.2103362006667,162.5867333984375,726.9860140978021
S014,S011,C,2.5,15,2,107.0267333984375,475.2103362006667,203.23341674804686,785.4704863471511
S014,S012,A,3,12,2.5,60.06194051106771,454.56909547200866,100.55432861328124,615.1853645963575
S014,S012,B,3,15,2.5,60.06194051106771,363.6552763776069,100.55432861328124,524.2715455019559
S014,S012,C,2.5,15,2,72.07432861328125,363.6552763776069,125.69291076660156,561.4225157574897
S014,S013,A,3,12,2.5,60.753438313802086,260.61940981298665,72.62412597656251,393.99697410335125
S014,S013,B,3,15,2.5,60.753438313802086,208.49552785038932,72.62412597656251,341.8730921407539
S014,S013,C,2.5,15,2,72.9041259765625,208.49552785038932,90.78015747070313,372.17981129765496
S014,S015,A,3,12,2.5,92.598388671875,879.772513565847,61.71806640625,1034.088968643972
S014,S015,B,3,15,2.5,92.598388671875,703.8180108526776,61.71806640625,858.1344659308027
S014,S015,C,2.5,15,2,111.11806640625,703.8180108526776,77.1475830078125,892.0836602667401
S015,O01,A,3,12,2.5,32.433085123697914,500.8137410183679,177.6397021484375,710.8865282905033
S015,O01,B,3,15,2.5,32.433085123697914,400.65099281469435,177.6397021484375,610.7237800868297
S015,O01,C,2.5,15,2,38.9197021484375,400.65099281469435,222.04962768554688,661.6203226486788
S015,S001,A,3,12,2.5,40.938395182291664,458.4399719132883,165.32607421875,664.70444131433
S015,S001,B,3,15,2.5,40.938395182291664,366.75197753063065,165.32607421875,573.0164469316724
S015,S001,C,2.5,15,2,49.12607421875,366.75197753063065,206.6575927734375,622.5356445228181
S015,S002,A,3,12,2.5,56.41754150390625,597.2349462469692,169.7010498046875,823.353537555563
S015,S002,B,3,15,2.5,56.41754150390625,477.7879569975754,169.7010498046875,703.9065483061692
S015,S002,C,2.5,15,2,67.7010498046875,477.7879569975754,212.12631225585938,757.6153190581223
S015,S003,A,3,12,2.5,4.466288248697917,218.08006178863752,59.7595458984375,282.3058959357729
S015,S003,B,3,15,2.5,4.466288248697917,174.46404943091002,59.7595458984375,238.68988357804542
S015,S003,C,2.5,15,2,5.3595458984375,174.46404943091002,74.69943237304688,254.5230277023944
S015,S004,A,3,12,2.5,72.25034586588542,470.82122057600435,185.1804150390625,728.2519814809523
S015,S004,B,3,15,2.5,72.25034586588542,376.6569764608035,185.1804150390625,634.0877373657514
S015,S004,C,2.5,15,2,86.7004150390625,376.6569764608035,231.47551879882812,694.8329102986942
S015,S005,A,3,12,2.5,48.03778076171875,313.0083940832282,169.4453369140625,530.4915117590094
S015,S005,B,3,15,2.5,48.03778076171875,250.40671526658255,169.4453369140625,467.8898329423638
S015,S005,C,2.5,15,2,57.6453369140625,250.40671526658255,211.80667114257812,519.8587233232231
S015,S006,A,3,12,2.5,58.9200439453125,390.3722909403393,134.584052734375,583.8763876200269
S015,S006,B,3,15,2.5,58.9200439453125,312.29783275227146,134.584052734375,505.80192943195897
S015,S006,C,2.5,15,2,70.704052734375,312.29783275227146,168.23006591796874,551.2319514046152
S015,S007,A,3,12,2.5,9.472737630208334,184.94591464510108,61.76728515625,256.1859374315594
S015,S007,B,3,15,2.5,9.472737630208334,147.95673171608087,61.76728515625,219.1967545025392
S015,S007,C,2.5,15,2,11.36728515625,147.95673171608087,77.2091064453125,236.53312331764337
S015,S008,A,3,12,2.5,78.65030924479167,327.4443591218759,175.82037109375,581.9150394604176
S015,S008,B,3,15,2.5,78.65030924479167,261.9554872975007,175.82037109375,516.4261676360425
S015,S008,C,2.5,15,2,94.38037109375,261.9554872975007,219.7754638671875,576.1113222584382
S015,S009,A,3,12,2.5,35.9422607421875,530.3979193383288,140.930712890625,707.2708929711414
S015,S009,B,3,15,2.5,35.9422607421875,424.3183354706631,140.930712890625,601.1913091034755
S015,S009,C,2.5,15,2,43.130712890625,424.3183354706631,176.16339111328125,643.6124394745693
S015,S010,A,3,12,2.5,47.94207763671875,766.4651716475781,106.69049316406249,921.0977424483593
S015,S010,B,3,15,2.5,47.94207763671875,613.1721373180625,106.69049316406249,767.8047081188437
S015,S010,C,2.5,15,2,57.5304931640625,613.1721373180625,133.3631164550781,804.0657469372031
S015,S011,A,3,12,2.5,38.076883951822914,288.4796263976023,150.65226074218748,477.20877109161273
S015,S011,B,3,15,2.5,38.076883951822914,230.78370111808186,150.65226074218748,419.5128458120923
S015,S011,C,2.5,15,2,45.6922607421875,230.78370111808186,188.31532592773436,464.79128778800373
S015,S012,A,3,12,2.5,36.748738606770836,776.7156432087348,121.978486328125,935.4428681436307
S015,S012,B,3,15,2.5,36.748738606770836,621.3725145669879,121.978486328125,780.0997395018837
S015,S012,C,2.5,15,2,44.098486328125,621.3725145669879,152.47310791015624,817.9441088052691
S015,S013,A,3,12,2.5,35.0902099609375,695.9009229908328,91.22825195312501,822.2193849048953
S015,S013,B,3,15,2.5,35.0902099609375,556.7207383926662,91.22825195312501,683.0392003067287
S015,S013,C,2.5,15,2,42.108251953125,556.7207383926662,114.03531494140626,712.8643052871975
S015,S014,A,3,12,2.5,51.431722005208336,879.772513565847,111.11806640625,1042.3223019773054
S015,S014,B,3,15,2.5,51.431722005208336,703.8180108526776,111.11806640625,866.367799264136
S015,S014,C,2.5,15,2,61.71806640625,703.8180108526776,138.8975830078125,904.4336602667402
